"idformula","idherbsmed","ref"
"F00818","K00167","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00819","K00168","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F00820","K00168","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00821","K00168","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00822","K00169","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00823","K00169","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00824","K00169","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F00825","K00169","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00826","K00169","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00827","K00169","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00828","K00169","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00829","K00169","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00830","K00169","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00831","K00169","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00835","K00170","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00836","K00170","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00837","K00170","漢方の診かた治しかた：寺師睦濟著，昭和47.10.10，第4版（福村出版）"
"F00838","K00170","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00839","K00170","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00840","K00170","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00832","K00170","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00833","K00170","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00834","K00170","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00841","K00171","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00845","K00172","漢方処方集：龍野一雄著，昭和32.8.1（漢方書林）"
"F00848","K00172","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00847","K00172","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00846","K00172","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00842","K00172","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00843","K00172","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00844","K00172","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00849","K00173","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00850","K00173","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00851","K00173","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00852","K00173","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00853","K00173","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00854","K00174","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00855","K00174","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00859","K00175","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00860","K00175","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00856","K00175","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00857","K00175","続漢方あれこれ：大阪読売新聞社編（浪速社）"
"F00858","K00175","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00861","K00176","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00862","K00176","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00863","K00176","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00864","K00177","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00865","K00178","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00866","K00178","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00867","K00179","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00868","K00179","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00869","K00179","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00870","K00179","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00871","K00179","太平恵民和剤局方：陳師文等編著，1971年発行（商務印書館香港分室）"
"F00872","K00179","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00873","K00179","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00874","K00179","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00875","K00180","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00876","K00180","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00877","K00180","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00878","K00180","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00879","K00180","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00880","K00180","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00881","K00181","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00882","K00182","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00883","K00182","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00884","K00182","臨床35年続漢方百話：昭和40.12.7，矢数道明著（医道の日本社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00885","K00182","臨床40年続続漢方治療百話：昭和45.5.30，矢数道明著（医道の日本社）"
"F00886","K00182","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00887","K00182","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00888","K00182","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00889","K00182","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00890","K00182","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00891","K00182","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00892","K00182","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00893","K00183","漢方処方集：龍野一雄著，昭和32.8.1（漢方書林）"
"F00894","K00183","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00895","K00183","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00896","K00183","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00897","K00184","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00898","K00184","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00899","K00184","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00900","K00184","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00901","K00184","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00902","K00184","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00907","K00185","漢方と民間薬百科：大塚敬節著（主婦の友社）"
"F00908","K00185","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00909","K00185","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00903","K00185","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00904","K00185","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00905","K00185","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00906","K00185","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00917","K00186","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00910","K00186","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00911","K00186","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00912","K00186","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00913","K00186","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00914","K00186","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00915","K00186","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00916","K00186","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00918","K00187","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；続漢方あれこれ：大阪読売新聞社編（浪速社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00919","K00187","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00920","K00187","実用漢方療法−現代医学の盲点をつく：藤平健著，昭和47.5.1，初版（保健同人社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00921","K00187","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00922","K00187","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00923","K00187","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00924","K00187","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00929","K00188","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00925","K00188","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方処方の構成と応用：森雄材著，昭和60.6.10（医歯薬出版）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00926","K00188","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00927","K00188","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00928","K00188","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00930","K00189","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00931","K00190","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00932","K00191","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00933","K00191","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00934","K00191","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）"
"F00935","K00191","臨床35年続漢方百話：昭和40.12.7，矢数道明著（医道の日本社）"
"F00936","K00191","臨床40年続続漢方治療百話：昭和45.5.30，矢数道明著（医道の日本社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00937","K00191","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00938","K00191","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00939","K00191","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00940","K00191","成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F00941","K00191","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F00942","K00191","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00943","K00191","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00944","K00191","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00945","K00192","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00946","K00193","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00947","K00193","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00948","K00193","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；100万人の漢方・診断と治療の実際：寺師睦濟著，昭和48.1（豊文社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00949","K00193","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00950","K00193","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00951","K00193","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00953","K00194","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00954","K00194","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00955","K00194","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00956","K00194","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00952","K00194","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00957","K00195","外台秘要方：王編著，1955年影印本，1746年日本刊本（人民衛生出版社）"
"F00958","K00195","三因極一病証方論：陳言編著，1174年日本刊本"
"F00959","K00195","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00960","K00195","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00961","K00195","備急千金要方：孫思邈編著，1955年影印本，1848年日本刊本（人民衛生出版社）"
"F00962","K00195","中国漢方医学概論：南京中医学院編著，中医学概論邦訳委員会訳編，昭和41.12.10（中国漢方医学概論刊行会）"
"F00963","K00195","中国医学大辞典：謝観編著，1957.9，第5次印刷（商務印書館）"
"F00964","K00195","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00965","K00196","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00967","K00197","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00968","K00197","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F00966","K00197","続漢方あれこれ：大阪読売新聞社編（浪速社）"
"F00969","K00197","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00970","K00197","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00971","K00198","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00972","K00200","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00979","K00201","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00973","K00201","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00974","K00201","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00975","K00201","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00976","K00201","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00977","K00201","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
