"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"3682","J03682","Minyak Telon Fitocare","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c583","2",""
"3683","J03683","Minyak Telon Fitocare Bayi","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c583","2",""
"3684","J03684","Nodiar","","","Relieve diarrhea","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c583","2",""
"3685","J03685","OB Sari","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c583","2",""
"3686","J03686","PMS Formula","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c583","2",""
"3687","J03687","Postmensil","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c583","2",""
"3688","J03688","TROMB","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c583","2",""
"3689","J03689","Vircon","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c583","2",""
"3690","J03690","Batugin Instant","","","For kidney stone","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c584","2",""
"3691","J03691","Dermakin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c584","2",""
"3692","J03692","Fita Q","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c584","2",""
"3693","J03693","Loric","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c584","2",""
"3694","J03694","Mengkudu Granul","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c584","2",""
"3695","J03695","New Padibu","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c584","2",""
"3696","J03696","Prosta","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c584","2",""
"3697","J03697","Suchol","","","Reduce cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c584","2",""
"3698","J03698","Liang Teh Cap Panda","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c585","2",""
"3699","J03699","Feminax V Care","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3700","J03700","Herbadrink Beras Kencur","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c586","2",""
"3701","J03701","Herbadrink Chrysanthemum","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3702","J03702","Herbadrink Kunir Asam","","","Facilitate menstruation, body scent, refreshing and smoothing as well as streamline","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c586","2",""
"3703","J03703","Herbadrink Sari jahe","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c586","2",""
"3704","J03704","HERBALDRINK SARI TEMULAWAK","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c586","2",""
"3705","J03705","Inza Masuk Angin Rasa Mint","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c586","2",""
"3706","J03706","Inzana Sirup Masuk Angin Rasa Jeruk","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c586","2",""
"3707","J03707","Jess Cool Kid","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3708","J03708","Jess Slim","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c586","2",""
"3709","J03709","Jesscool Echinacea","","","Maintaining healthy liver function","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c586","2",""
"3710","J03710","Jesscool Rasa Chyrant","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3711","J03711","Jesscool Rasa Lemon Tea","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3712","J03712","Jessfit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3713","J03713","Konicare Balsem Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c586","2",""
"3714","J03714","Konicare Lotion Kayu Putih","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3715","J03715","Mantra Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c586","2",""
"3716","J03716","Mantra Linu","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c586","2",""
"3717","J03717","Minyak Kayu putih bunda","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3718","J03718","Minyak Telon Bunda","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c586","2",""
"3719","J03719","Nefromex","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3720","J03720","Rexson Femme","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c586","2",""
"3721","J03721","Herbadrink Sari Noni","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c587","2",""
"3722","J03722","Konicare Lotion Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c587","2",""
"3723","J03723","Nutra Slim","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c587","2",""
"3724","J03724","Imunal","","","Keeping the body's immune","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c588","2",""
"3725","J03725","Diabetex","","","For diabetes melitus","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c589","2",""
"3726","J03726","Djanggo","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c589","2",""
"3727","J03727","Jambobust","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c589","2",""
"3728","J03728","Koles - X","","","Lowering cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c589","2",""
"3729","J03729","Thermo Slim","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c589","2",""
"3730","J03730","Antabet","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3731","J03731","Antamor","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3732","J03732","Antamurat","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c590","2",""
"3733","J03733","Batuk","","","Cure cough","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3734","J03734","Becak Tani","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3735","J03735","Beras Kencur","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3736","J03736","Bersalin","","","Useful to the mother after giving birth to shrink the uterus and abdominal muscles, stimulate the workings of milk glands and restore the health and fitness)","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3737","J03737","Cok Linu","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3738","J03738","Curmina Plus Honey (Sari Temulawak Plus Madu)","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c590","2",""
"3739","J03739","Encok","","","Effective to relieves muscles and joints pain.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3740","J03740","Flutul","","","Relieving influenza symptoms : fever, headaches, respiratory problem, sneeze and ease sputum excression.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3741","J03741","Gadung Klingsir","","","Eliminate aches pains, sore joints and are weary with fatigue and increase appetite","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3742","J03742","Galian Parem","","","Useful to the mother after giving birth to reproduce, and purify milk, so the baby will grow up healthy, fresh and plump","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3743","J03743","Galian Putri","","","Especially for teenage girls, to form a slim body, singset and attractive, making the face more radiant light, fresh, bright and forever young.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3744","J03744","Galian Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3745","J03745","Hamil Muda","","","For pregnancy during pregnancy 4 to 7 months, health care, strengthen the womb, reducing feelings of nausea (Nan) about to throw up and strengthen the body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3746","J03746","Hamil Tua","","","For women during pregnancy up to 5 months before the birth. Strengthen the body and the womb, remove the sluggish tired, so that health care gain strength in the face of birth.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3747","J03747","Jamu Antamurat","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c590","2",""
"3748","J03748","Jamu Ayuping Lengkap Plus","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3749","J03749","Jamu Brantas Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3750","J03750","Jamu Galian Montok","","","Adding appetite","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c590","2",""
"3751","J03751","Jamu Galian Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3752","J03752","Jamu Kunir Asam + Sirih","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c590","2",""
"3753","J03753","Jamu Lanang Lengkap Instant","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3754","J03754","Jamu Lengkap Asamur Instant","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c590","2",""
"3755","J03755","Jamu Lengkap Ayuping Instant","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3756","J03756","Jamu Lengkap Flutul Instant","","","Relieving influenza symptoms : fever, headaches, respiratory problem, sneeze and ease sputum excression.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3757","J03757","Jamu Lengkap Plus Antamurat","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c590","2",""
"3758","J03758","Jamu Lengkap Plus Flutul","","","Relieving influenza symptoms : fever, headaches, respiratory problem, sneeze and ease sputum excression.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3759","J03759","Jamu Lengkap Plus Tolak Linu","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3760","J03760","Jamu Leo Curmin","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c590","2",""
"3761","J03761","Jamu Pasak Bumi Plus","","","For men's stamina","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3762","J03762","Jamu Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3763","J03763","Jamu Ramuan Sehat (Rasa Jeruk) (cp-smrg)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3764","J03764","Jamu Ramuan Sehat (Rasa Strawberry) (cp-smrg)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3765","J03765","Jamu Sakit Pinggang","","","Preventing and treating back pain, such as stiff, sore and painful. Smooth urination","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3766","J03766","Jamu Sehat Mataku","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3767","J03767","Jamu Tahan Linu GRJ","","","To cure soreness in muscles backache & weariness","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3768","J03768","Kopi Lanang GP","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3769","J03769","Kresno Kembar","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3770","J03770","Kunir Asam + Sirih","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c590","2",""
"3771","J03771","Lanang","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3772","J03772","Leoginseng","","","As a tonic to maintain health and help to improve stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3773","J03773","Leokoles + Green Tea","","","Lowering cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c590","2",""
"3774","J03774","Leokoles + Teh Hijau (cp-smrg)","","","Lowering cholesterol level in blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c590","2",""
"3775","J03775","Mangir Leotin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3776","J03776","Masuk Angin (Tangina)","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3777","J03777","Minyak Kayu Putih","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3778","J03778","Minyak Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3779","J03779","Minyak Telon With VCO","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c590","2",""
"3780","J03780","Nifas","","","Suitable for women who had just given birth, to clean the blood remaining in the uterus","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3781","J03781","Param Encok","","","Effective to relieves muscles and joints pain.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3782","J03782","Param Kocok Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c590","2",""
"3783","J03783","Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3784","J03784","Ramuan Sehat Rasa Anggur","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c590","2",""
"3785","J03785","Rapatin","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c590","2",""
"3786","J03786","Sakit Perut","","","Relieve abdominal pain","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3787","J03787","Sariawan","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3788","J03788","Sariawan Usus","","","Relieve abdominal pain, heartburn, bloating, feeling sebah for unhealthy food, defecate and rectal mucus is hot, also to strengthen the intestinal lining, and digestion.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3789","J03789","Sawanan","","","Treat and prevent diseases caused by seizures in infants and small children such as boils, itch, flatulence. For babies who are breast-feeding, Herbal Sawan mother was drunk.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3790","J03790","Sehat Lambung","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3791","J03791","Sehat Pria","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3792","J03792","Sehat Wanita","","","To maintain good health so as not lethargic, weak, tired or susceptible to disease, so it is always healthy and fresh.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3793","J03793","Sekalor","","","Helps relieve headaches, dizzy, dizzy eyes, and blood flow throughout the body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3794","J03794","Sesak Nafas","","","Treat shortness of breath","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3795","J03795","Tagina Masuk Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c590","2",""
"3796","J03796","Tamarindo + Green Tea (Sari Asam + Teh Hijau)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3797","J03797","TBL-Slimming","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c590","2",""
"3798","J03798","Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3799","J03799","Tendagi","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3800","J03800","Tujuh Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c590","2",""
"3801","J03801","VCO Virgin Coconut Oil","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c590","2",""
"3802","J03802","Bangle","","","Help lose weight and body fat","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c591","2",""
"3803","J03803","Cellery","","","For high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c591","2",""
"3804","J03804","Curcumag","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c591","2",""
"3805","J03805","Daun Dewa","","","For patients with tumors and cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c591","2",""
"3806","J03806","Garlic","","","Treat high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c591","2",""
"3807","J03807","Green Tea Bilimbi","","","For diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c591","2",""
"3808","J03808","Green Tea Celery Plus","","","Lowers blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c591","2",""
"3809","J03809","Green Tea Ceremai","","","Lowering cholesterol level","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c591","2",""
"3810","J03810","Kumis Kucing","","","For healthy kidneys.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3811","J03811","Lhifemine","","","Help reduce the pain of menstruation and menstrual launched","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c591","2",""
"3812","J03812","Lhiforcan","","","Helps treat cancer, tumors and cysts.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c591","2",""
"3813","J03813","Lhiforgin","","","For kidney","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c591","2",""
"3814","J03814","Lhiforhaid","","","Helping launch and relieve menstrual pain and pain during menstruation.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c591","2",""
"3815","J03815","Lhiformag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c591","2",""
"3816","J03816","Lhiforslim","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c591","2",""
"3817","J03817","Lhiforvit","","","Increase stamina","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c591","2",""
"3818","J03818","Lhiroid","","","Help relieve hemorrhoids","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c591","2",""
"3819","J03819","Lhituber","","","Helps maintain respiratory health","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c591","2",""
"3820","J03820","Mahkota Dewa","","","Useful in treating such diseases in the series of uric acid, high blood pressure, liver, allergies, kidneys, skin diseases and also may increase stamina and as supportive therapy in cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3821","J03821","Pegagan","","","Streamlining the flow of blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3822","J03822","Plantago","","","Help with sore pains and joint pains","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c591","2",""
"3823","J03823","Pontang Hijau","","","For diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c591","2",""
"3824","J03824","Prasasti 57","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3825","J03825","Purwoceng","","","For men's stamina","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c591","2",""
"3826","J03826","Rebozome","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3827","J03827","Rosella","","","Lower blood pressure, lower cholesterol in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3828","J03828","Sambiloto","","","Boost immunity.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3829","J03829","Sambung Nyawa","","","Cholesterol, Hypertension, Maag, Lever","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3830","J03830","Sidaguri","","","Help with uric acid and rheumatic","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c591","2",""
"3831","J03831","Temu Putih","","","For supporting in cancer treatment","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3832","J03832","Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c591","2",""
"3833","J03833","Bio Nigell","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c592","2",""
"3834","J03834","DBS Habbazzaitun","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c592","2",""
"3835","J03835","Tropics Virgin Coconut Oil","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c593","2",""
"3836","J03836","Asam Kunyit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3837","J03837","Gula Asam Jawa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3838","J03838","Kapsul Sirih Kunyit Putri","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c594","2",""
"3839","J03839","Langsing`e","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c594","2",""
"3840","J03840","Minyak Kayu Putih Sarinatural (CP-SBY)","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3841","J03841","Minyak Telon Onnie","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3842","J03842","Minyak Telon PEX","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3843","J03843","Minyak Telon Plus Lavender Oil Onnie","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3844","J03844","Minyak Telon Plus Lavender Oil Sari Natural","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3845","J03845","Minyak Telon Sarinatural (CP-SBY)","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3846","J03846","Pegal Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3847","J03847","Rhesamurat","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c594","2",""
"3848","J03848","Sehat Usus","","","For healthy intestinal","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c594","2",""
"3849","J03849","Sirih Kunyit Putih","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c594","2",""
"3850","J03850","Sri Asih - 86 PK","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3851","J03851","Sri Asih","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c594","2",""
"3852","J03852","Asratik Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3853","J03853","Ginger Instan","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c595","2",""
"3854","J03854","Instan Ciri","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3855","J03855","Instan Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c595","2",""
"3856","J03856","Jamu Sakit Perut Wei Fen","","","Relieve abdominal pain","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c595","2",""
"3857","J03857","Kapsul Akar Alang - Alang","","","Treating heartburn","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3858","J03858","Kapsul Angelica","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3859","J03859","Kapsul Daun Mengkudu","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
